target,cohort,lane,scale,split_view,seed,model,rows,baseline_r2,baseline_mae,target_permutation_r2_mean,r2_minus_null
shear_modulus,maximum_coverage,predictive_target_specific,full,row_random,11,ridge,13028,-0.0057944699929892,18642571176.31045,-0.0081905506528582,0.0023960806598689
shear_modulus,maximum_coverage,predictive_target_specific,full,row_random,11,random_forest,13028,-0.0325418430159667,7439148286.068567,-0.51133337167319,0.4787915286572233
shear_modulus,maximum_coverage,predictive_target_specific,full,row_random,11,extra_trees,13028,-0.0883454228863251,10266527667.61511,-0.2390859525086597,0.1507405296223345
shear_modulus,maximum_coverage,predictive_target_specific,full,row_random,11,hist_gradient_boosting,13028,-0.014873387113488,11193848625.119053,-0.0142890215426127,-0.0005843655708752
shear_modulus,maximum_coverage,predictive_target_specific,full,row_random,23,ridge,13028,-245010585.99443823,12131520736.964075,-597490279.0626487,352479693.0682104
shear_modulus,maximum_coverage,predictive_target_specific,full,row_random,23,random_forest,13028,-9143816078.54182,4401531953.012323,-56829155159.86968,47685339081.32785
shear_modulus,maximum_coverage,predictive_target_specific,full,row_random,23,extra_trees,13028,-10940616126.05424,8248736366.191771,-15839604217.012163,4898988090.957924
shear_modulus,maximum_coverage,predictive_target_specific,full,row_random,23,hist_gradient_boosting,13028,-2514446679.9527016,7416428757.910721,-1050983583.1361572,-1463463096.8165443
shear_modulus,maximum_coverage,predictive_target_specific,full,row_random,37,ridge,13028,-1.2429451381705534,12871998294.961174,-2.5850447445175506,1.3420996063469972
shear_modulus,maximum_coverage,predictive_target_specific,full,row_random,37,random_forest,13028,-0.7612460893964779,936570507.677922,-225.99864220108023,225.23739611168375
shear_modulus,maximum_coverage,predictive_target_specific,full,row_random,37,extra_trees,13028,-67.86570435324408,8450660416.326705,-93.5904526758124,25.724748322568303
shear_modulus,maximum_coverage,predictive_target_specific,full,row_random,37,hist_gradient_boosting,13028,-10.575086270822103,7280938126.248525,-5.119160808266186,-5.455925462555919
shear_modulus,maximum_coverage,predictive_target_specific,full,reduced_composition_group,11,ridge,13028,-0.0004721464693975,23954130061.65922,-0.0005001459252953,2.7999455897835123e-05
shear_modulus,maximum_coverage,predictive_target_specific,full,reduced_composition_group,11,random_forest,13028,-0.0120929491634103,26713295351.974407,-0.0037699921875402,-0.00832295697587
shear_modulus,maximum_coverage,predictive_target_specific,full,reduced_composition_group,11,extra_trees,13028,-0.0009001918312794,22773616670.916546,-0.0027375396106339,0.0018373477793545
shear_modulus,maximum_coverage,predictive_target_specific,full,reduced_composition_group,11,hist_gradient_boosting,13028,-0.0005147649953174,23325312800.06764,-0.0004649681573345,-4.979683798285911e-05
shear_modulus,maximum_coverage,predictive_target_specific,full,reduced_composition_group,23,ridge,13028,-0.0004907413015537,25757133834.688183,-0.0005605730609767,6.983175942291509e-05
